name,barcode,price,weight,category,date
Frozen PlantLove™ Crumbed Savoury Soya Bites 300 g,6009217300495,79.99,0.3,Cleaning,16-05-2023
Frozen Mini All Butter Croissants 10 pk,6009217292745,99.99,,Cleaning,16-05-2023
Frozen Mini Cheese Puffs 24 pk,6009217488704,129.99,,Cleaning,16-05-2023
Frozen Mini Puff Pastry Selection 24 pk,6009217488711,134.99,,Cleaning,16-05-2023
Frozen Lightly Dusted Chicken Breast Strips 400 g,6009217488735,76.99,0.4,Cleaning,16-05-2023
Freshly Frozen Hake Fillet Loins 350 g,6009214567792,109.99,0.35,Cleaning,16-05-2023
Easy to Cook Frozen Fish Pie 800 g,6009211813892,184.99,0.8,Cleaning,16-05-2023
Easy to Cook Frozen Hake Curry 800 g,6009211813908,189.99,0.8,Cleaning,16-05-2023
Easy to Cook Frozen Salmon & Potato Dauphinoise 800 g,6009211167582,199.99,0.8,Cleaning,16-05-2023
Frozen BBQ Chicken Mini Pizzas 10 x 65 g,6009217739561,104.99,0.65,Cleaning,16-05-2023
Frozen Mini Cheese & Bacon Pizzas 10 x 60 g,6009214614779,104.99,0.6,Cleaning,16-05-2023
Frozen Mini Cheese & Tomato Pizzas 10 x 54 g,6009214614786,104.99,0.54,Cleaning,16-05-2023
Choc Coating Sauce 200 ml,6009211935396,64.99,0.2,Cleaning,16-05-2023
Chuckles® Mini Malt Crunch Solos 6 x 55 g,6009223604815,109.99,0.33,Cleaning,16-05-2023
Soft Scoop Neapolitan Flavoured Ice Cream 2 L,6001009028020,79.99,2.0,Cleaning,16-05-2023
Tropical Fruit Dessert Sauce 280 g,6009214520612,51.99,0.28,Cleaning,16-05-2023
Cookies & Cream Flavoured Dairy Ice Cream 2 L,6009207519104,104.99,2.0,Cleaning,16-05-2023
Strawberries & Cream Flavoured Dairy Ice Cream 2 L,6009223604907,104.99,2.0,Cleaning,16-05-2023
Extremely Creamy Mini Mint Crunch Solos 6 x 55 g,6009211808638,109.99,0.33,Cleaning,16-05-2023
"Fresh Pet Frozen Chicken, Rice and Vegetables 250 g",6009207293783,34.99,0.25,Cleaning,16-05-2023
Frozen Granadilla Ice Lolly with Mango 70 ml,6009207399188,15.99,0.07,Cleaning,16-05-2023
Frozen Stir-Fry Vegetable Mix 1 kg,6009211180093,89.99,1.0,Cleaning,16-05-2023
Granadilla & Mixed Berry Sorbet 4 x 175 ml,6009223371168,92.99,0.7,Cleaning,16-05-2023
Raspberry Dessert Sauce 280 g,6009211935358,51.99,0.28,Cleaning,16-05-2023
"Fresh Pet Frozen Lamb's Liver, Rice and Vegetables 250 g",6009207293738,34.99,0.25,Cleaning,16-05-2023
Mixed Berry Dessert Sauce 280 g,6009214520551,51.99,0.28,Cleaning,16-05-2023
"Fresh Pet Frozen Chicken, Rice and Vegetables For Adult Dogs 500 g",6009207293769,49.99,0.5,Cleaning,16-05-2023
Single Extremely Creamy Mini Caramel Solo Dairy Ice Cream 55 g,6009226185069,29.99,0.06,Cleaning,16-05-2023
Pink Sprinkles 50 g,6009189233197,36.99,0.05,Cleaning,16-05-2023
Chocolate Sauce 280 g,6009214520568,54.99,0.28,Cleaning,16-05-2023
Almond Sprinkles 100 g,6009189953705,67.99,0.1,Cleaning,16-05-2023
Single Extremely Creamy Mini Belgium Chocolate Solos 50 g,6009226185083,29.99,0.05,Cleaning,16-05-2023
Frozen Strawberry Ice Lolly with Mint 70 ml,6009207399171,15.99,0.07,Cleaning,16-05-2023
Caramel Crunch Sauce 200 ml,6009211935365,64.99,0.2,Cleaning,16-05-2023
Single Chuckles® Mini Malt Crunch Solos 55 g,6009226185045,29.99,0.06,Cleaning,16-05-2023
Extremely Creamy Dairy Free Vanilla Flavoured Coconut Ice Cream 500 ml,6009211438835,49.99,0.5,Cleaning,16-05-2023
Full Cream Red Berry Frozen Yoghurt 1 L,6009214595153,82.99,1.0,Cleaning,16-05-2023
Fresh Pet Frozen Chunky Lamb Liver and Vegetables for Adult Dogs 500 g,6009214397696,49.99,0.5,Cleaning,16-05-2023
Single Extremely Creamy Mini White Almond Solo 55 g,6009226185106,29.99,0.06,Cleaning,16-05-2023
Frozen Spicy Thai Prawn Skewers 490 g,6009223702467,199.99,0.49,Cleaning,16-05-2023
"Frozen Chicken Liver, Rice and Vegetables 500 g",6009207293745,49.99,0.5,Cleaning,16-05-2023
"Fresh Pet Frozen Steak, Rice and Vegetables for Adult Dogs 250 g",6009207293721,34.99,0.25,Cleaning,16-05-2023
Rainbow Sprinkles 50 g,6009189233265,36.99,0.05,Cleaning,16-05-2023
Single Extremely Creamy Mini Mint Crunch Solo 55 g,6009226185038,29.99,0.06,Cleaning,16-05-2023
Frozen Granadilla Ice Lollies 6 x 70 ml,6009214514079,64.99,0.42,Cleaning,16-05-2023
Extremely Creamy Dairy Free Caramel Flavoured Coconut Ice Cream 500 ml,6009211438842,49.99,0.5,Cleaning,16-05-2023
Frozen Garlic Prawns 500 g,6009223606406,199.99,0.5,Cleaning,16-05-2023
Extremely Creamy Mini  Bars Dairy Ice Cream 8 pk,6009211804388,89.99,,Cleaning,16-05-2023
Large Chocolate Sugar Cones 12  pk,6009211935341,82.99,,Cleaning,16-05-2023
Milk Chocolate Ripple Bars 10 pk,6009195030339,62.99,,Cleaning,16-05-2023
Chuckles® Malt Dairy Ice Cream 2 L,6009223606437,104.99,2.0,Cleaning,16-05-2023
Blue Sprinkles 50 g,6009189233203,36.99,0.05,Cleaning,16-05-2023
Creamy Toffee Dessert Sauce 280 g,6009214520575,51.99,0.28,Cleaning,16-05-2023
