name,barcode,price,weight,category,date
W.Lab 100 % Cotton Terry Weave Dish Swabs 2 pk,20193980,42.99,,Cleaning,29-05-2023
Vanish Power O2 Fabric Stain Remover 500 g,6001106108380,139.99,0.5,Cleaning,29-05-2023
Vanish Power O2 Crystal White 800 g,6001106119430,199.99,0.8,Cleaning,29-05-2023
Sunlight 2 in 1 Hand Washing Powder 2 kg,6001085126696,66.99,2.0,Cleaning,29-05-2023
W.Lab 3-in-1 Valley Breeze Fabric Softener 2 L,6009000033678,57.99,2.0,Cleaning,29-05-2023
Earth Friendly No-Flush Toilet Drops 120 ml,6009214476193,39.99,0.12,Cleaning,29-05-2023
Window and Glass 3 in 1 Cleaner Refill 750 ml,6009211118171,39.59,0.75,Cleaning,29-05-2023
Vanish Preen Stain Remover Laundry Detergent 300 ml,6001106108182,99.99,0.3,Cleaning,29-05-2023
Breathease™ Multi-Purpose Cleaner 500 ml,6009184973937,59.99,0.5,Cleaning,29-05-2023
Bio Crystal Original Auto Dish Wash Powder 1 kg,6004201002522,84.99,1.0,Cleaning,29-05-2023
Earth Friendly Eucalyptus and Black Pepper Bathroom Cleaner 500 ml,6009214476209,59.99,0.5,Cleaning,29-05-2023
Full Circle Tidy Dish Cloths 3 pk,850166002406,64.99,,Cleaning,29-05-2023
Earth Friendly Glass and Window Cleaner 500 ml,6009214457918,54.99,0.5,Cleaning,29-05-2023
Earth Friendly Laminated Wood Floor Cleaner 500 ml,6009214457932,66.99,0.5,Cleaning,29-05-2023
Sunlight 2 in1 Washing Powder 2 kg,6001087006743,76.99,2.0,Cleaning,29-05-2023
Bio Crystal Ruby Grape Fruit Auto Dish Wash Powder 1 kg,6004201002515,84.99,1.0,Cleaning,29-05-2023
W.Lab 3-in-1 Blossom Burst Fabric Softener Refill 500 ml,6009211118225,36.99,0.5,Cleaning,29-05-2023
Finish Powerball All in 1 Max Auto Dishwasher Tablets 24s,6001106224790,154.99,,Cleaning,29-05-2023
Omo Multiactive Hand Washing Powder 1 kg,6001085126542,42.99,1.0,Cleaning,29-05-2023
W.Lab 3-in-1 Blossom Burst Fabric Softener 2 L,6009211171046,57.99,2.0,Cleaning,29-05-2023
Soft Grip Multi-Coloured Pegs 24 pcs,6009184992839,49.99,,Cleaning,29-05-2023
Dual Function Microfibre Cloth 1 pk,6009171621261,29.9,,Cleaning,29-05-2023
Ariel Auto Concentrated Washing Liquid 2 L,4084500835795,159.99,2.0,Cleaning,29-05-2023
W.Lab 3 in 1 Zesty Lime Dishwash Liquid Refill 750 ml,6009211118140,28.99,0.75,Cleaning,29-05-2023
Earth Friendly Cucumber and Jasmine Surface Wipes 50 s,6009214476223,89.99,,Cleaning,29-05-2023
Comfort Pure Concentrated Fabric Softener for Sensitive Skin 800 ml,6001087008082,57.99,0.8,Cleaning,29-05-2023
Earth Friendly All-in-1 Auto Dish Wash Pods 40 pk,6009214458038,259.99,,Cleaning,29-05-2023
Earth Friendly Bleach Alternative Laundry Pods 24 pk,6009173666796,147.99,,Cleaning,29-05-2023
Earth Friendly Fresh and Fruity All-in-1 Laundry Pods 24 pk,6009214458052,139.99,1.0,Cleaning,29-05-2023
Earth Friendly Fragrance Free Laundry Liquid 1.5 L,6009214457987,189.99,5.0,Cleaning,29-05-2023
100% Cotton Waffle Weave Drying Up Cloths 2 pk,6001009030757,89.99,,Cleaning,29-05-2023
Earth Friendly All-in-1 Auto Dish Wash Pods 40 pk,6009214470368,259.99,,Cleaning,29-05-2023
Earth Friendly All-in-1 Laundry Pods 24 pk,6009214458014,147.99,1.0,Cleaning,29-05-2023
Earth Friendly Laundry Liquid 1.5 L,6009214458007,189.99,5.0,Cleaning,29-05-2023
W.Lab 3 in 1 Phosphate Free Auto Laundry Liquid 1.5 L,6009211118096,89.99,5.0,Cleaning,29-05-2023
Kiwi Wax Rich Black Shoe Polish 50 ml,6001298959999,21.99,0.05,Cleaning,29-05-2023
Full Circle Grunge Buster™ Grout and Tile Brush,810119021823,69.99,,Cleaning,29-05-2023
W.Lab Lemon 3 in 1 Thin Bleach 1.5 L,6009207977034,36.99,5.0,Cleaning,29-05-2023
Full Circle Fomo Dish Brush Head Refills 2 pk,810119023216,74.99,,Cleaning,29-05-2023
Full Circle Fomo Foam-Dispensing Dish Brush,810119023179,129.99,,Cleaning,29-05-2023
Kiwi Wax Rich Dark Brown Shoe Polish 50 ml,6001298959982,21.99,0.05,Cleaning,29-05-2023
Kiwi Wax Rich Instant Shoe Polish 75 ml,8998899940489,42.99,0.07,Cleaning,29-05-2023
Full Circle Laid Back 2.0 Replaceable Dish Sponge Refills 2 pk,810119020598,69.99,,Cleaning,29-05-2023
Earth Friendly All-in-1 Baby Laundry Pods 24 pk,6009214458021,147.99,,Cleaning,29-05-2023
