name,barcode,price,weight,category,date
Dark Chocolate and Hazelnut Shortbread 220 g,6009175277396,64.99,0.22,Bread_Bakery_Deserts,29-05-2023
Salted Crackers 250 g,20118556,54.99,0.25,Bread_Bakery_Deserts,29-05-2023
Multigrain Crackers 170 g,6009101884360,41.99,0.17,Bread_Bakery_Deserts,29-05-2023
Chocolate Delights Dessert 3 x 125 ml,20126254,39.99,0.38,Bread_Bakery_Deserts,29-05-2023
Savoury Selection 360 g,6009195537661,129.99,0.36,Bread_Bakery_Deserts,29-05-2023
Mini Yoghurt Digestives 30 g,6009189506291,15.99,0.03,Bread_Bakery_Deserts,29-05-2023
Ginger Biscuit Dippers 150 g,6009204665101,39.99,0.15,Bread_Bakery_Deserts,29-05-2023
Merba Rainbow Cookies 150 g,46214930207,34.99,0.15,Bread_Bakery_Deserts,29-05-2023
Caramelised Onion Squares 150 g,6009178035597,54.99,0.15,Bread_Bakery_Deserts,29-05-2023
Triple Chocolate Dessert 450 g,20176693,109.99,0.45,Bread_Bakery_Deserts,29-05-2023
"Gluten Free Feta, Oreganum and Olive Oil Crackers 110 g",6009101884896,41.99,0.11,Bread_Bakery_Deserts,29-05-2023
Carrot Cake 840 g,6009173984500,169.99,0.84,Bread_Bakery_Deserts,29-05-2023
Peppermint Caramel Gateau Cake 960 g,6001009066947,219.99,0.96,Bread_Bakery_Deserts,29-05-2023
Oat Crunchies 200 g,6009189506321,39.99,0.2,Bread_Bakery_Deserts,29-05-2023
Coconut Biscuit Dippers 150 g,6009204665095,39.99,0.15,Bread_Bakery_Deserts,29-05-2023
Party Cupcakes 15 pk,6008000534734,94.99,,Bread_Bakery_Deserts,29-05-2023
Ginger Biscuits 230 g,6009195025700,49.99,0.23,Bread_Bakery_Deserts,29-05-2023
Chocolate Caramel Hidden Centre Cupcakes 4 pk,6001009066886,69.99,,Bread_Bakery_Deserts,29-05-2023
Malva Pudding Mix 270 g,6009173755445,41.99,0.27,Bread_Bakery_Deserts,29-05-2023
Chocolate Coated Crunchies 200 g,20005023,55.99,0.2,Bread_Bakery_Deserts,29-05-2023
Chocolate Brownie Slices 5 pk,20009519,69.99,,Bread_Bakery_Deserts,29-05-2023
Sundried Tomato Squares 150 g,6001009005656,54.99,0.15,Bread_Bakery_Deserts,29-05-2023
Lemon Drizzle Teacake Loaf 370 g,6009195004583,74.99,0.37,Bread_Bakery_Deserts,29-05-2023
Organic Mini Milk Chocolate and Coconut Rice Cakes 60 g,6009171988579,44.99,0.06,Bread_Bakery_Deserts,29-05-2023
Bakers Salticrax With Black Pepper 200 g,6001056414548,31.99,0.2,Bread_Bakery_Deserts,29-05-2023
Caramel Cream Cake 530 g,20099534,129.99,0.53,Bread_Bakery_Deserts,29-05-2023
Marbled Teacake Loaf 260 g,6009214429786,54.99,0.26,Bread_Bakery_Deserts,29-05-2023
Gluten Free Classic Cheese Crackers 110 g,6009101884919,41.99,0.11,Bread_Bakery_Deserts,29-05-2023
All Butter Apple Crumble Danishes 4 pk,20104313,71.99,,Bread_Bakery_Deserts,29-05-2023
Almond Biscotti 170 g,6009175106849,54.99,0.17,Bread_Bakery_Deserts,29-05-2023
Chocolate Chip Biscuits 200 g,6009195025663,54.99,0.2,Bread_Bakery_Deserts,29-05-2023
Pecan & Cashew Nut Tartlets 6 pk,6009175411332,69.99,,Bread_Bakery_Deserts,29-05-2023
Vanilla Caramel Sponge Cake 600 g,6009000590805,149.99,0.6,Bread_Bakery_Deserts,29-05-2023
Bulk Oat Crunchies 700 g,6009189458354,94.99,0.7,Bread_Bakery_Deserts,29-05-2023
Merba Nougatelli Cookies 175 g,8710502470011,34.99,0.17,Bread_Bakery_Deserts,29-05-2023
Wholewheat Crackers 170 g,6009178883655,41.99,0.17,Bread_Bakery_Deserts,29-05-2023
Ryvita Light Rye Crispbread 250 g,78935005100,67.99,0.25,Bread_Bakery_Deserts,29-05-2023
Lamington Salted Caramel Snow Rolls 5 pk,6009175411127,69.99,,Bread_Bakery_Deserts,29-05-2023
Easy To Bake Chocolate Brownie Mix 615 g,6005000094336,74.99,0.61,Bread_Bakery_Deserts,29-05-2023
Indian Plain Naan Bread 200 g,6009182603027,39.99,0.2,Bread_Bakery_Deserts,29-05-2023
Mini Oatmeal Digestives 30 g,6009189506284,15.99,0.03,Bread_Bakery_Deserts,29-05-2023
Small Pearl Tapioca Pudding in a Pot 200 g,6009178496107,32.99,0.2,Bread_Bakery_Deserts,29-05-2023
Carrot Gateau Cake 1 kg,6009184296395,219.99,1.0,Bread_Bakery_Deserts,29-05-2023
Three Cheese Straw Bites 110 g,6009214639963,54.99,0.11,Bread_Bakery_Deserts,29-05-2023
Triple Choc Sundae 100 g,20111168,38.99,0.1,Bread_Bakery_Deserts,29-05-2023
Oat and Coconut Crunchies 270 g,20159702,59.99,0.27,Bread_Bakery_Deserts,29-05-2023
Bakers Original Mini Eet-Sum-Mor Biscuits 40 g,6009704170686,10.0,0.04,Bread_Bakery_Deserts,29-05-2023
White Chocolate Chip Biscuits 200 g,6009214555331,54.99,0.2,Bread_Bakery_Deserts,29-05-2023
Plain Savoury Crackers 150 g,6009178883662,34.99,0.15,Bread_Bakery_Deserts,29-05-2023
Caramel Swirl Gateau Cake 1.1 kg,6009184296388,219.99,1.0,Bread_Bakery_Deserts,29-05-2023
Triple Chocolate Chip Biscuits 200 g,6009214567747,54.99,0.2,Bread_Bakery_Deserts,29-05-2023
Yoghurt Coated Mini Rice Cakes 80 g,6009182178167,39.99,0.08,Bread_Bakery_Deserts,29-05-2023
Sticky Toffee Pudding 470 g,20039066,89.99,0.47,Bread_Bakery_Deserts,29-05-2023
Sticky Toffee Pudding Mix 270 g,6009173755438,41.99,0.27,Bread_Bakery_Deserts,29-05-2023
Bakers Original Mini Blue Label Marie Biscuits 40 g,6009704170761,9.99,0.04,Bread_Bakery_Deserts,29-05-2023
Rice Cakes with Yoghurt Coating 175 g,6009204512436,64.99,0.17,Bread_Bakery_Deserts,29-05-2023
Bakers Original Mini Tennis Biscuits 50 g,6009704170693,10.0,0.05,Bread_Bakery_Deserts,29-05-2023
Vanilla Butter Biscuits 200 g,6009214567723,49.99,0.2,Bread_Bakery_Deserts,29-05-2023
Tiramisu Gateau Cake 990 g,6005000540086,219.99,0.99,Bread_Bakery_Deserts,29-05-2023
Yoghurt Coated Mini Rice Cakes 20 g,6009207752877,14.99,0.02,Bread_Bakery_Deserts,29-05-2023
Homestyle Oat Snaps 250 g,20125943,41.99,0.25,Bread_Bakery_Deserts,29-05-2023
Ginger Biscuits 230 g,6009195025700,49.99,0.23,Bread_Bakery_Deserts,29-05-2023
Chocolate Caramel Hidden Centre Cupcakes 4 pk,6001009066886,69.99,,Bread_Bakery_Deserts,29-05-2023
Fresh Wobbly Jelly & Custard Cups 4 x 95 g,20145163,49.99,0.38,Bread_Bakery_Deserts,29-05-2023
Malva Pudding Mix 270 g,6009173755445,41.99,0.27,Bread_Bakery_Deserts,29-05-2023
Chocolate Coated Crunchies 200 g,20005023,55.99,0.2,Bread_Bakery_Deserts,29-05-2023
Chocolate Brownie Slices 5 pk,20009519,69.99,,Bread_Bakery_Deserts,29-05-2023
Sundried Tomato Squares 150 g,6001009005656,54.99,0.15,Bread_Bakery_Deserts,29-05-2023
Small Pearl Tapioca Pudding 550 g,6009178495926,64.99,0.55,Bread_Bakery_Deserts,29-05-2023
Gluten Free Brown Rice Crackers with Sesame Seeds 65 g,6009207200064,19.99,0.07,Bread_Bakery_Deserts,29-05-2023
Lemon Drizzle Teacake Loaf 370 g,6009195004583,74.99,0.37,Bread_Bakery_Deserts,29-05-2023
Organic Mini Milk Chocolate and Coconut Rice Cakes 60 g,6009171988579,44.99,0.06,Bread_Bakery_Deserts,29-05-2023
Bakers Salticrax With Black Pepper 200 g,6001056414548,31.99,0.2,Bread_Bakery_Deserts,29-05-2023
Caramel Cream Cake 530 g,20099534,129.99,0.53,Bread_Bakery_Deserts,29-05-2023
Marbled Teacake Loaf 260 g,6009214429786,54.99,0.26,Bread_Bakery_Deserts,29-05-2023
Gluten Free Classic Cheese Crackers 110 g,6009101884919,41.99,0.11,Bread_Bakery_Deserts,29-05-2023
All Butter Apple Crumble Danishes 4 pk,20104313,71.99,,Bread_Bakery_Deserts,29-05-2023
Almond Biscotti 170 g,6009175106849,54.99,0.17,Bread_Bakery_Deserts,29-05-2023
White Flour Wraps 6 pk,6009178545850,33.99,,Bread_Bakery_Deserts,29-05-2023
Chocolate Chip Biscuits 200 g,6009195025663,54.99,0.2,Bread_Bakery_Deserts,29-05-2023
Pecan & Cashew Nut Tartlets 6 pk,6009175411332,69.99,,Bread_Bakery_Deserts,29-05-2023
Mini Rice Cakes with Milk Chocolate 6 x 20 g,6009207752884,54.99,0.12,Bread_Bakery_Deserts,29-05-2023
Gluten FreeBanana Muffins 4 pk,6009182068574,57.99,,Bread_Bakery_Deserts,29-05-2023
