name,barcode,price,weight,category,date
Lindt Lindor Assorted Chocolate 200 g,8003340095516,139.99,0.2,Pantry,29-05-2023
Original Beef Biltong Snapsticks  150 g,20047962,119.99,0.15,Pantry,29-05-2023
Lindt Excellence Intense Orange Dark Chocolate 100 g,3046920028370,64.99,0.1,Pantry,29-05-2023
Black Cat Smooth Peanut Butter 800 g,6009522300609,79.99,0.8,Pantry,29-05-2023
Rosemary Crackers 185 g,6009101884858,41.99,0.18,Pantry,29-05-2023
Mini Cheese Flavoured Rice Crackers 15 g,6009171329631,9.99,0.01,Pantry,29-05-2023
Roasted and Salted Cashew Nuts 250 g,20111571,139.99,0.25,Pantry,29-05-2023
Mini Oven Baked Munchies 6 x 28 g,6009101884957,69.99,0.17,Pantry,29-05-2023
Freshpak® Rooibos Tagless Tea Bags 40 pk,6001156905106,38.99,,Pantry,29-05-2023
Butter Chicken Cook-in-Sauce 400 g,6009101217694,64.99,0.4,Pantry,29-05-2023
Golden Syrup 500 g,20059361,40.99,0.5,Pantry,29-05-2023
Balsamic Vinegar Of Modena - 4 Grape 250 ml,6001009022882,86.99,0.25,Pantry,29-05-2023
Kellogg's Corn Flakes 1 kg,6001306016300,86.99,1.0,Pantry,29-05-2023
Fruit Chutney Flavoured Potato Crisps 125 g,6005000439960,18.99,0.12,Pantry,29-05-2023
Cadbury Dairy Milk Top Deck Slab 150 g,6001065600093,36.99,0.15,Pantry,29-05-2023
Bokomo Weet-Bix Wholegrain Wheat Biscuits 1.35 kg,6001052003906,97.99,35.0,Pantry,29-05-2023
Crunchy Peanut Butter 800 g,6009178089507,76.99,0.8,Pantry,29-05-2023
Bakers Original Strawberry Whirls Biscuits 200 g,6001056633000,39.99,0.2,Pantry,29-05-2023
Lindt Excellence Caramel Dark Chocolate 100 g,3046920027281,64.99,0.1,Pantry,29-05-2023
Nestlé Milo 500 g,6001068480401,69.99,0.5,Pantry,29-05-2023
WCafe Continental Espresso Coffee Beans 1 kg,6009182970679,309.99,1.0,Pantry,29-05-2023
Sun-Dried Tomato & Basil Layered Dip 200 g,20197360,52.99,0.2,Pantry,29-05-2023
Basmati Rice 1 kg,6009211697751,68.99,1.0,Pantry,29-05-2023
Bokomo Pronutro Original Wheat Free Cereal 750 g,6001021064525,81.99,0.75,Pantry,29-05-2023
"Easy To Wok Honey, Soy and Ginger Stir Fry Sauce 125 ml",6009182954525,24.99,0.12,Pantry,29-05-2023
Crunchy Peanut Butter 400 g,20026677,41.99,0.4,Pantry,29-05-2023
Light Meat Tuna Solid in Brine 170 g,6009195372521,32.99,0.17,Pantry,29-05-2023
Sour Cream and Chives Flavoured Air Popped Corn 90 g,6009189862694,25.49,0.09,Pantry,29-05-2023
Cheese Flavoured Rice Crackers 100 g,6009171329594,32.99,0.1,Pantry,29-05-2023
Futurelife Smart Food Crunch Original Flavour Cereal 425 g,6009801741321,47.99,0.42,Pantry,29-05-2023
Lindt Excellence Touch Of Sea Salt Dark Chocolate 100 g,3046920029674,64.99,0.1,Pantry,29-05-2023
Bulk Original Free Range Sliced Beef Biltong 400 g,6009195715458,214.99,0.4,Pantry,29-05-2023
Salt and Vinegar Flavoured Potato Crisps 125 g,6009000903469,18.99,0.12,Pantry,29-05-2023
White Cheddar Flavoured Air Popped Corn 90 g,6009189862687,25.49,0.09,Pantry,29-05-2023
Cheese and Onion Rings and Balls Maize Snack 120 g,6009189680755,16.99,0.12,Pantry,29-05-2023
Roasted and Salted Bombay Snack Mix 400 g,6009211112445,119.99,0.4,Pantry,29-05-2023
Jungle Oatso Easy Original Flavour 500 g,6001275100864,64.99,0.5,Pantry,29-05-2023
Raw Flaked Almonds 100 g,6001009027924,62.99,0.1,Pantry,29-05-2023
Raw Almonds 500 g,6009211163768,219.99,0.5,Pantry,29-05-2023
Black and White Sesame Seeds Pretzel Thins 180 g,6009204748415,41.99,0.18,Pantry,29-05-2023
Couscous 500 g,20163105,44.99,0.5,Pantry,29-05-2023
Home-style Roast Chicken Gravy 200 ml,20198794,37.99,0.2,Pantry,29-05-2023
Sea Salt Crackers 185 g,6009101884834,41.99,0.18,Pantry,29-05-2023
Bakers Original Mini Blue Label Marie Biscuits 5 x 40 g,6009704170655,39.99,0.2,Pantry,29-05-2023
Flapjack Mix 300 g,6009173755476,38.99,0.3,Pantry,29-05-2023
"Honey, Mustard and Onion Flavoured Pretzel Thins 180 g",6009211654723,41.99,0.18,Pantry,29-05-2023
Snowflake Self Raising Flour 1kg,6001205126742,26.99,,Pantry,29-05-2023
Lindt Lindor Milk Chocolate 200 g,8003340095509,139.99,0.2,Pantry,29-05-2023
Multigrain Rice Cakes 100 g,20169961,29.99,0.1,Pantry,29-05-2023
Balsamic Vinaigrette Dressing 300 ml,20199944,45.99,0.3,Pantry,29-05-2023
Sour Gums Galore 600 g,6009175976909,85.99,0.6,Pantry,29-05-2023
Strawberry Flavoured Jelly 80 g,6009189236624,12.99,0.08,Pantry,29-05-2023
Apple Cider Vinegar 250 ml,6009101961764,31.99,0.25,Pantry,29-05-2023
Cashew Soya and Multigrain Crunchy Nibble 150 g,6001009011374,44.99,0.15,Pantry,29-05-2023
Chutney Flavoured Mini Rice Cakes 30 g,6009175826204,14.99,0.03,Pantry,29-05-2023
Baked Crunchy Granola 1.2 kg,6009182187527,66.99,2.0,Pantry,29-05-2023
Bulk Original Beef Biltong Snapsticks  400 g,6001009008053,294.99,0.4,Pantry,29-05-2023
Kellogg's Special K Classic Cereal 500 g,6001306001245,64.99,0.5,Pantry,29-05-2023
Bakers Original Mini Tennis Biscuits 5 x 40 g,6009704170679,39.99,0.2,Pantry,29-05-2023
Organic Tomato Sauce 565 g,6009000922217,54.99,0.56,Pantry,29-05-2023
Nestlé Passions 300 g,6001068229208,99.99,0.3,Pantry,29-05-2023
Whole Wheat Spaghetti 500 g,6009189404979,44.99,0.5,Pantry,29-05-2023
Five Roses® Smooth Ceylon Tea 52 pk,6001156230154,37.99,,Pantry,29-05-2023
Dried Fruit Dainties 60 g,20205331,16.99,0.06,Pantry,29-05-2023
White Star Super Maize Meal 2.5 kg,6001571015596,39.99,5.0,Pantry,29-05-2023
Tastic Rice 1 kg,6001231000276,22.99,1.0,Pantry,29-05-2023
Futurelife Smart Food Crunch Chocolate Flavoured Cereal 425 g,6009801741345,47.99,0.42,Pantry,29-05-2023
Crispy Rice Crackers 100 g,6009184976594,32.99,0.1,Pantry,29-05-2023
Whole Wheat Fusilli 500 g,6009189404955,44.99,0.5,Pantry,29-05-2023
Bakers Provita Wholewheat Crispbread 233 g,6001056414715,47.99,0.23,Pantry,29-05-2023
Roasted and Salted Almonds and Cashews 500 g,6009211192386,229.99,0.5,Pantry,29-05-2023
Instant Cappuccino Sachets 10 x 18 g,6009101610792,68.99,0.18,Pantry,29-05-2023
Tangy Mayonnaise 385 g,20170523,41.99,0.39,Pantry,29-05-2023
Jelly Beans 125 g,20083113,27.99,0.12,Pantry,29-05-2023
Creamy Honey and Mustard Dressing 300 ml,20122720,45.99,0.3,Pantry,29-05-2023
Crosse and Blackwell Tangy Mayonnaise 375 g,6009522301224,34.99,0.38,Pantry,29-05-2023
Seville Orange Marmalade 340 g,20003067,73.99,0.34,Pantry,29-05-2023
Bicarbonate Of Soda 200 g,6009173755315,23.99,0.2,Pantry,29-05-2023
Carb Clever™ Coconut and Vanilla Granola 500 g,6009204751286,99.99,0.5,Pantry,29-05-2023
Stacks Of Yum Salt and Vinegar Stacker Crisps 165 g,6009182478694,42.99,0.17,Pantry,29-05-2023
Maille Dijon Mustard 215 g,3036817800318,62.99,0.21,Pantry,29-05-2023
Corn Taco Shells 12 pk,6009184530338,76.99,,Pantry,29-05-2023
Nestlé Ideal Unsweetened Evaporated Milk 380 g,6001068312504,32.99,0.38,Pantry,29-05-2023
Dark Chocolate Liqueur Soaked Cherries 150 g,6001009013309,79.99,0.15,Pantry,29-05-2023
Almond and Fruit Multipack Snack Bars 10 x 30 g,6009207677781,89.99,0.3,Pantry,29-05-2023
Nestlé Dessert and Cooking Cream 290 g,6001068312900,32.99,0.29,Pantry,29-05-2023
Instant Oats 750 g,6009101343287,50.99,0.75,Pantry,29-05-2023
